,ID,Accession,Country,Latitude,Longitude,M_persicae
547,8249,Vimmerby,Sweden,57.7,15.8,0
548,8256,Bå1-2,Sweden,56.4,12.9,28
549,8258,Bå4-1,Sweden,56.4,12.9,28
550,8259,Bå5-1,Sweden,56.4,12.9,28
551,8264,Bla-1,Spain,41.6833,2.8,3
552,8283,Dra3-1,Sweden,55.76,14.12,8
553,8284,DraII-1,Czech Republic,49.4112,16.2815,1
554,8285,DraIII-1,Czech Republic,49.4112,16.2815,1
555,8290,En-1,GER,50.0,8.5,3
556,8297,Ge-0,SUI,46.5,6.08,0
557,8306,Hov4-1,Sweden,56.1,13.74,29
558,8307,Hovdala-6,Sweden,56.1,13.74,29
559,8311,In-0,Austria,47.5,11.5,0
560,8312,Is-0,GER,50.5,7.5,12
561,8326,Lis-1,Sweden,56.0328,14.775,3
562,8334,Lu-1,Sweden,55.71,13.2,35
563,8335,Lund,Sweden,55.71,13.2,35
564,8337,Mir-0,Italy,44.0,12.37,0
565,8343,Na-1,France,47.5,1.5,0
566,8351,Ost-0,Sweden,60.25,18.37,0
567,8354,Per-1,Russia,58.0,56.3167,0
568,8357,Pla-0,Spain,41.5,2.25,0
569,8365,Rak-2,Czech Republic,49.0,16.0,1
570,8366,Rd-0,GER,50.5,8.5,11
571,8369,Rev-1,Sweden,55.6942,13.4504,32
572,8376,Sanna-2,Sweden,62.69,18.0,0
573,8386,Sr:5,Sweden,58.9,11.2,13
574,8387,St-0,Sweden,59.0,18.0,0
575,8419,Wil-1,Lithuania,54.6833,25.3167,0
576,8420,Kelsterbach-4,GER,50.0667,8.5333,3
577,8422,Fjä1-1,Sweden,56.06,14.29,7
578,8424,Kas-2,India,35.0,77.0,0
579,8426,Ull1-1,Sweden,56.06,13.97,28
580,8427,Ull2-13,Sweden,56.0648,13.9707,28
581,8464,LP3413.31,US,41.6862,-86.8513,0
582,8483,LP3413.53,US,41.6862,-86.8513,0
583,8699,328PNA062,US,42.0945,-86.3253,0
584,8723,11PNA1.14,US,42.0945,-86.3253,0
585,9027,RMX413.85,US,42.036,-86.511,0
586,9057,Vinslöv,Sweden,56.1,13.9167,29
587,9058,Västervik,Sweden,57.75,16.6333,0
588,9067,Xan-3,Azerbaijan,38.6536,48.7992,0
589,9069,Xan-5,Azerbaijan,38.6536,48.7992,0
590,9070,Xan-6,Azerbaijan,38.6536,48.7992,0
591,9075,Lerik1-4,Azerbaijan,38.7406,48.6131,0
592,9078,Lerik1-7,Azerbaijan,38.7406,48.6131,0
593,9079,Lerik2-1,Azerbaijan,38.7833,48.5517,0
594,9081,Lerik2-3,Azerbaijan,38.7833,48.5517,0
595,9084,Lerik2-6,Azerbaijan,38.7833,48.5517,0
596,9085,Lerik2-7,Azerbaijan,38.7833,48.5517,0
597,9089,Nar-3,Azerbaijan,38.9522,48.925,0
598,9091,Nar-5,Azerbaijan,38.9522,48.925,0
599,9095,Istisu-5,Azerbaijan,38.9786,48.5594,0
600,9099,Istisu-9,Azerbaijan,38.9786,48.5594,0
601,9100,Lag1-2,Georgia,41.8296,46.2831,0
602,9102,Lag1-4,Georgia,41.8296,46.2831,0
603,9103,Lag1-5,Georgia,41.8296,46.2831,0
604,9104,Lag1-6,Georgia,41.8296,46.2831,0
605,9105,Lag1-7,Georgia,41.8296,46.2831,0
606,9106,Lag1-8,Georgia,41.8296,46.2831,0
607,9111,Lag2-4,Georgia,41.8296,46.2831,0
608,9113,Lag2-6,Georgia,41.8296,46.2831,0
609,9114,Lag2-7,Georgia,41.8296,46.2831,0
610,9115,Lag2-10,Georgia,41.8296,46.2831,0
611,9121,Bak-5,Georgia,41.7942,43.4767,0
612,9125,Geg-14,Armenia,40.1408,44.8203,0
613,9128,Yeg-2,Armenia,39.8692,45.3622,0
614,9130,Yeg-4,Armenia,39.8692,45.3622,0
615,9131,Yeg-5,Armenia,39.8692,45.3622,0
616,9133,Yeg-7,Armenia,39.8692,45.3622,0
617,9134,Yeg-8,Armenia,39.8692,45.3622,0
618,9298,Edi-1,UK,55.9681,-3.21833,1
619,9312,Ullapool-8,UK,57.9,-5.1525,0
620,9314,Gol-2,UK,57.9672,-3.96722,0
621,9321,Ådal 1,Sweden,62.8622,18.336,0
622,9323,Ådal 3,Sweden,62.8622,18.336,0
623,9332,Bar 1,Sweden,62.8698,18.381,0
624,9336,Bön 1,Sweden,62.8794,18.4473,0
625,9339,Böt 1,Sweden,57.7133,15.0689,1
626,9343,Dju-1,Sweden,57.3089,18.1512,0
627,9352,Död 2,Sweden,57.2608,16.3675,0
628,9353,Död 3,Sweden,57.2608,16.3675,0
629,9363,EdJ 2,Sweden,62.9147,18.4045,0
630,9369,EkS 2,Sweden,57.6781,14.9986,1
631,9370,EkS 3,Sweden,57.6781,14.9986,1
632,9371,FäL 1,Sweden,63.016,18.3175,0
633,9380,FlyA 3,Sweden,55.7488,13.3742,32
634,9381,Fri 1,Sweden,55.8106,14.2091,7
635,9382,Fri 2,Sweden,55.8106,14.2091,7
636,9383,Fri 3,Sweden,55.8106,14.2091,7
637,9386,Grön 12,Sweden,62.806,18.1896,0
638,9388,Grön 14,Sweden,62.806,18.1896,0
639,9390,Hadd-1,Sweden,57.3263,15.8979,0
640,9391,Hadd-2,Sweden,57.3263,15.8979,0
641,9392,Hadd-3,Sweden,57.3263,15.8979,0
642,9394,Hag-2,Sweden,56.5804,16.4063,0
643,9395,Hal-1,Sweden,57.5089,15.0105,1
644,9399,Hamm-1,Sweden,55.4234,13.9905,20
645,9402,Hel-3,Sweden,57.8765,14.8549,1
646,9404,HolA-1 1,Sweden,55.7491,13.399,32
647,9405,HolA-1 2,Sweden,55.7491,13.399,32
648,9407,HolA-2 2,Sweden,55.7491,13.399,32
649,9408,Kal 1,Sweden,56.047,13.9519,29
650,9409,Kia 1,Sweden,56.0573,14.302,7
651,9412,Kor 3,Sweden,57.2746,16.1494,0
652,9413,Kor 4,Sweden,57.2746,16.1494,0
653,9416,Kru-3,Sweden,57.7215,18.3837,0
654,9421,Lan 1,Sweden,55.9745,14.3997,7
655,9427,Näs 2,Sweden,62.8815,18.4055,0
656,9433,Nyl 13,Sweden,62.9513,18.2763,0
657,9436,Puk-1,Sweden,56.1633,14.6806,3
658,9437,Puk-2,Sweden,56.1633,14.6806,3
659,9442,Sim-1,Sweden,55.5678,14.3398,7
660,9450,Spro 1,Sweden,57.2545,18.2109,0
661,9451,Spro 2,Sweden,57.2545,18.2109,0
662,9452,Spro 3,Sweden,57.2545,18.2109,0
663,9453,Stenk-2,Sweden,57.8009,18.5162,0
664,9454,Stenk-3,Sweden,57.8009,18.5162,0
665,9455,Stenk-4,Sweden,57.8009,18.5162,0
666,9470,Tur-4,Sweden,57.6511,14.8043,1
667,9471,Ull-A-1,Sweden,56.0648,13.9707,28
668,9476,VårA 1,Sweden,55.5796,14.3336,7
669,9481,Yst-1,Sweden,55.4242,13.8484,23
670,9503,11C1,UK,55.8877,-3.21072,1
671,9506,IP-Alo-0,POR,40.11,-7.47,0
672,9507,IP-Coa-0,POR,38.45,-7.5,0
673,9508,IP-Mos-1,POR,40.04,-7.11,0
674,9509,IP-Reg-0,POR,39.29,-7.4,0
675,9510,IP-Rei-0,POR,38.75,-7.59,0
676,9511,IP-Vav-0,POR,38.53,-8.02,0
677,9512,IP-Vid-1,POR,38.22,-7.84,0
678,9513,IP-Adc-5,Spain,38.77,-4.07,0
679,9514,IP-Adm-0,Spain,39.15,-4.54,0
680,9515,IP-Ala-0,Spain,39.72,-6.89,0
681,9517,IP-All-0,Spain,42.19,-7.8,0
682,9518,IP-Alm-0,Spain,39.88,-0.36,2
683,9519,IP-Ang-0,Spain,41.94,2.64,3
684,9520,IP-Ara-4,Spain,41.7,-3.68,0
685,9521,IP-Bar-1,Spain,41.43,2.13,0
686,9522,IP-Bea-0,Spain,36.52,-5.27,0
687,9523,IP-Ben-0,Spain,38.37,-2.66,0
688,9524,IP-Ber-0,Spain,42.52,-0.56,0
689,9525,IP-Bis-0,Spain,42.49,0.54,0
690,9526,IP-Cab-3,Spain,41.54,2.39,0
691,9527,IP-Cad-0,Spain,40.37,-5.74,0
692,9528,IP-Cal-0,Spain,40.94,-1.37,0
693,9529,IP-Cap-1,Spain,36.97,-3.36,0
694,9530,IP-Car-1,Spain,38.25,-4.32,0
695,9531,IP-Cdc-3,Spain,41.21,-4.54,0
696,9532,IP-Cdo-0,Spain,42.23,-4.64,0
697,9533,IP-Cem-0,Spain,41.15,-4.32,1
698,9534,IP-Cmo-3,Spain,40.05,-4.65,1
699,9535,IP-Coc-1,Spain,42.31,3.19,3
700,9536,IP-Cor-0,Spain,40.83,-2.0,0
701,9537,IP-Cum-1,Spain,38.07,-6.66,0
702,9539,IP-Deh-1,Spain,40.29,-6.67,0
703,9540,IP-Elb-0,Spain,41.81,2.34,3
704,9541,IP-Fue-2,Spain,38.26,-5.42,0
705,9542,IP-Fun-0,Spain,40.79,-4.05,1
706,9543,IP-Gra-0,Spain,36.77,-5.39,0
707,9544,IP-Gua-1,Spain,39.4,-5.33,0
708,9545,IP-Her-12,Spain,39.4,-5.78,0
709,9546,IP-Hom-4,Spain,40.82,-1.68,0
710,9547,IP-Hor-0,Spain,41.67,2.62,3
711,9548,IP-Hoy-0,Spain,40.4,-5.0,0
712,9549,IP-Hum-2,Spain,42.23,-3.69,0
713,9550,IP-Iso-4,Spain,43.05,-5.37,0
714,9551,IP-Jim-1,Spain,42.28,-5.92,0
715,9552,IP-Lab-7,Spain,40.87,-4.5,1
716,9553,IP-Ldd-0,Spain,41.58,-4.71,0
717,9554,IP-Lso-0,Spain,38.86,-3.16,0
718,9555,IP-Mar-1,Spain,39.58,-3.93,1
719,9556,IP-Men-2,Spain,39.66,-4.34,0
720,9557,IP-Moa-0,Spain,42.46,0.7,0
721,9558,IP-Moc-11,Spain,41.57,-5.64,0
722,9559,IP-Mon-5,Spain,38.06,-4.38,0
723,9560,IP-Mot-0,Spain,38.19,-6.24,0
724,9561,IP-Mun-0,Spain,40.71,-5.04,0
725,9562,IP-Mur-0,Spain,41.67,2.0,0
726,9564,IP-Nog-17,Spain,40.45,-1.6,0
727,9565,IP-Orb-10,Spain,42.97,-1.23,0
728,9567,IP-Pal-0,Spain,42.34,1.3,1
729,9568,IP-Pan-0,Spain,42.76,-0.23,0
730,9569,IP-Pds-1,Spain,42.87,-6.45,0
731,9571,IP-Pro-0,Spain,43.28,-6.01,0
732,9573,IP-Rds-0,Spain,41.86,2.99,3
733,9574,IP-Rel-0,Spain,38.6,-2.7,0
734,9576,IP-Rev-0,Spain,40.86,-4.11,1
735,9577,IP-Ria-0,Spain,42.34,2.17,4
736,9578,IP-Sac-0,Spain,42.13,-6.7,0
737,9579,IP-San-10,Spain,38.33,-3.51,0
738,9581,IP-Sdv-3,Spain,42.84,-5.12,0
739,9582,IP-Ses-0,Spain,41.48,-1.63,0
740,9583,IP-Sne-0,Spain,37.09,-3.38,0
741,9584,IP-Stp-0,Spain,41.19,-3.58,1
742,9585,IP-Svi-0,Spain,43.4,-7.39,0
743,9586,IP-Tam-0,Spain,41.03,-3.27,1
744,9587,IP-Tdc-0,Spain,41.5,-1.88,0
745,9588,IP-Tol-7,Spain,42.11,0.6,0
746,9589,IP-Tor-1,Spain,41.6,-2.83,0
747,9590,IP-Trs-0,Spain,43.37,-5.49,0
748,9591,IP-Vad-0,Spain,42.86,-3.59,0
749,9592,IP-Vae-2,Spain,42.1,-5.44,0
750,9593,IP-Vaz-0,Spain,42.26,-2.99,0
751,9594,IP-Vdm-0,Spain,42.04,1.01,0
752,9595,IP-Vdt-0,Spain,40.89,-5.5,0
753,9596,IP-Ver-5,Spain,41.95,-7.45,0
754,9597,IP-Vig-1,Spain,42.31,-2.53,0
755,9598,IP-Vim-0,Spain,41.88,-6.51,0
756,9599,IP-Vin-0,Spain,42.8,-5.77,0
757,9600,IP-Vis-0,Spain,39.85,-6.04,0
758,9601,IP-Voz-0,Spain,41.85,-1.88,0
759,9602,IP-Vpa-1,Spain,40.5,-3.96,1
760,9606,Aitba-1,Morocco,31.48,-7.45,0
761,9607,Panik-1,Russia,53.05,52.15,0
762,9608,Karag-2,Russia,51.37,59.44,0
763,9609,Adam-1,Russia,51.41,59.98,0
764,9610,Lesno-4,Russia,53.04,51.96,0
765,9611,Lesno-1,Russia,53.04,51.9,0
766,9612,Lesno-2,Russia,53.04,51.94,0
767,9613,Balan-1,Russia,55.36,61.41,0
768,9615,Parti-1,Russia,52.99,52.16,0
769,9616,Krazo-1,Russia,53.06,51.96,0
770,9617,Karag-1,Russia,51.37,59.44,0
771,9619,Basta-1,Russia,51.84,79.48,0
772,9620,Basta-2,Russia,51.82,79.48,0
773,9621,Basta-3,Russia,51.84,79.46,0
774,9622,Bijisk-4,Russia,52.52,85.27,0
775,9624,Chaba-2,Russia,53.6,79.37,0
776,9625,Kolyv-2,Russia,51.31,82.59,0
777,9626,Kolyv-3,Russia,51.36,82.59,0
778,9627,Kolyv-5,Russia,51.32,82.55,0
779,9628,Kolyv-6,Russia,51.33,82.54,0
780,9629,K-oze-1,Russia,51.35,82.18,0
781,9630,K-oze-3,Russia,51.34,82.16,0
782,9631,Lebja-1,Russia,51.65,80.79,0
783,9632,Lebja-2,Russia,51.67,80.82,0
784,9633,Lebja-4,Russia,51.63,80.83,0
785,9634,Masl-1,Russia,54.13,81.31,0
786,9635,Nosov-1,Russia,51.87,80.6,0
787,9636,Noveg-1,Russia,51.75,80.82,0
788,9637,Noveg-2,Russia,51.77,80.85,0
789,9638,Noveg-3,Russia,51.73,80.86,0
790,9639,Panke-1,Russia,53.82,80.31,0
791,9640,Rakit-1,Russia,51.87,80.06,0
792,9641,Rakit-2,Russia,51.9,80.06,0
793,9642,Rakit-3,Russia,51.84,80.06,0
794,9643,Sever-1,Russia,52.1,79.31,0
795,9644,Zupan-1,CRO,45.07,18.72,0
796,9645,Gradi-1,CRO,45.17,18.7,0
797,9646,Aiell-1,Italy,39.126899,16.170188,0
798,9647,Basen-1,Italy,40.37,16.77,0
799,9648,Bisig-1,Italy,39.48,16.28,0
800,9649,Bivio-1,Italy,39.13,16.17,0
801,9651,Filet-1,Italy,40.68,14.87,0
802,9653,Giffo-1,Italy,38.44,16.13,0
803,9655,Marce-1,Italy,38.92,16.47,0
804,9656,Marti-1,Italy,40.64,17.31,0
805,9657,Melic-1,Italy,38.45,16.04,0
806,9658,Nicas-1,Italy,38.97,16.34,0
807,9659,Pigna-1,Italy,41.18,14.18,0
808,9660,Sarno-1,Italy,40.84,14.57,0
809,9661,Cimin-1,Italy,39.58,16.21,0
810,9663,Teano-1,Italy,41.33,14.09,0
811,9664,Mitterberg-1-179,Italy,46.36,11.28,0
812,9665,Mitterberg-1-180,Italy,46.36,11.28,0
813,9666,Mitterberg-1-182,Italy,46.36,11.28,0
814,9667,Mitterberg-1-183,Italy,46.36,11.28,0
815,9668,Mitterberg-2-184,Italy,46.37,11.28,0
816,9669,Mitterberg-2-185,Italy,46.37,11.28,0
817,9670,Mitterberg-2-186,Italy,46.37,11.28,0
818,9671,Mitterberg-3-187,Italy,46.37,11.28,0
819,9672,Mitterberg-3-188,Italy,46.37,11.28,0
820,9673,Mitterberg-3-189,Italy,46.37,11.28,0
821,9676,Mitterberg-4-192,Italy,46.37,11.29,0
822,9677,Mitterberg-4-193,Italy,46.37,11.29,0
823,9678,Mitterberg-4-194,Italy,46.37,11.29,0
824,9679,Castelfed-1-195,Italy,46.34,11.29,0
825,9680,Castelfed-1-196,Italy,46.34,11.29,0
826,9681,Castelfed-1-197,Italy,46.34,11.29,0
827,9682,Castelfed-1-198,Italy,46.34,11.29,0
828,9683,Castelfed-1-199,Italy,46.34,11.29,0
829,9684,Castelfed-2-200,Italy,46.34,11.29,0
830,9685,Castelfed-2-201,Italy,46.34,11.29,0
831,9686,Castelfed-2-202,Italy,46.34,11.29,0
832,9687,Castelfed-2-203,Italy,46.34,11.29,0
833,9689,Castelfed-3-205,Italy,46.34,11.29,0
834,9690,Castelfed-3-206,Italy,46.34,11.29,0
835,9691,Castelfed-3-207,Italy,46.34,11.29,0
836,9692,Castelfed-3-208,Italy,46.34,11.29,0
837,9693,Castelfed-3-209,Italy,46.34,11.29,0
838,9694,Castelfed-4-210,Italy,46.34,11.29,0
839,9695,Castelfed-4-211,Italy,46.34,11.29,0
840,9696,Castelfed-4-214,Italy,46.34,11.29,0
841,9697,Dolen-1,BUL,41.62,23.94,0
842,9698,Goced-1,BUL,41.57,23.85,0
843,9699,Kolar-1,BUL,41.37,23.14,0
844,9700,Dolna-1-10,BUL,42.32,23.1,0
845,9701,Ivano-1,BUL,43.7,25.91,0
846,9703,Melni-1,BUL,41.53,23.39,0
847,9704,Melni-2,BUL,41.53,23.39,0
848,9705,Choto-1,BUL,41.5,23.33,0
849,9706,Dospa-1,BUL,41.64,24.18,0
850,9707,Podvi-1,BUL,41.57,24.84,0
851,9708,Kardz-1,BUL,41.62,25.35,0
852,9709,Zerev-1-34,BUL,41.85,23.13,0
853,9710,Zerev-1-35,BUL,41.85,23.13,0
854,9711,Dolna-1-39,BUL,42.32,23.1,0
855,9712,Dolna-1-40,BUL,42.32,23.1,0
856,9713,Stara-1,BUL,42.49,25.61,0
857,9714,Grivo-1,BUL,41.84,25.75,0
858,9716,Leska-1-44,BUL,41.54,24.98,0
859,9717,Kardz-2,BUL,41.66,25.47,0
860,9718,Smolj-1,BUL,41.55,24.75,0
861,9719,Koren-1,BUL,41.83,25.69,0
862,9720,Malak-1,BUL,41.77,25.68,0
863,9721,Schip-1,BUL,42.72,25.33,0
864,9722,Groch-1,BUL,41.71,24.41,0
865,9723,Slavi-2,BUL,41.42,23.67,0
866,9725,Epidauros-1,Greece,37.6,23.08,1
867,9726,Faneronemi-3,Greece,37.07,22.04,0
868,9727,Olympia-2,Greece,37.63,21.62,0
869,9728,Stiav-1,Slovakia,48.46,18.9,0
870,9729,Stiav-2,Slovakia,48.46,18.9,0
871,9730,Bela-1,Slovakia,48.47,18.94,0
872,9731,Stiav-3,Slovakia,48.46,18.9,0
873,9732,Halca-1,Slovakia,48.47,18.96,0
874,9733,Bela-2,Slovakia,48.47,18.94,0
875,9735,Bela-4,Slovakia,48.47,18.94,0
876,9736,Teiu-2,Romania,44.69,25.17,0
877,9737,Ulies-1,Romania,45.95,22.62,0
878,9738,Bran-1,Romania,45.57,25.42,0
879,9739,Toc-1,Romania,46.01,22.33,0
880,9741,Orast-1,Romania,45.84,23.16,0
881,9743,Furni-1,Romania,45.14,25.0,0
882,9744,Iasi-1,Romania,47.16,27.59,0
883,9745,Sij 1/96,Uzbekistan,41.45,70.05,0
884,9747,Zabar-1,Serbia,44.38,21.22,1
885,9748,Zagub-1,Serbia,44.23,21.71,0
886,9749,Knjas-1,Serbia,43.54,22.29,0
887,9754,Sredn-1,Serbia,44.66,21.37,1
888,9755,Vajug-1,Serbia,44.56,22.56,0
889,9756,Staro-2,Serbia,44.3,21.08,1
890,9757,Staro-1,Serbia,44.3,21.08,1
891,9758,Altai-5,China,47.75,88.4,0
892,9759,Anz-0,Iran,37.47,49.47,0
893,9761,Bik-1,Lebanon,33.92,35.7,0
894,9762,Etna-2,Italy,37.69,14.98,2
895,9764,Qar-8a,Lebanon,34.1,35.84,0
896,9766,Westkar-4,Kyrgyzstan,42.26,74.16,0
897,9768,Rü4-16,GER,48.57,9.16,2
898,9769,HE-1,GER,48.55,8.99,2
899,9770,KBG2-13,GER,48.53,9.01,2
900,9771,Pfn-N2.2-6,GER,48.56,9.11,2
901,9772,Höf-1,GER,48.41,8.85,2
902,9774,Alt-1,GER,48.59,9.22,2
903,9775,Berg-1,GER,48.41,8.79,2
904,9776,Fell3-7,GER,48.43,8.79,2
905,9777,Gn-1,GER,48.57,9.17,2
906,9778,Bach-7,GER,48.41,8.84,2
907,9779,Bai-10,GER,48.5,8.78,2
908,9780,Fell2-4,GER,48.43,8.79,2
909,9781,Kus2-2,GER,48.52,9.11,2
910,9782,Lu3-30,GER,48.53,9.09,2
911,9783,Tü-PK-7,GER,48.52,9.05,2
912,9784,Erg2-6,GER,48.5,8.8,2
913,9785,Ha-HBT1-2,GER,48.54,9.02,2
914,9786,Ha-P-13,GER,48.54,9.01,2
915,9787,HI-4,GER,48.5,9.0,2
916,9788,KBG1-14,GER,48.53,9.01,2
917,9789,Obh-13,GER,48.39,8.96,2
918,9790,Gn2-3,GER,48.58,9.18,2
919,9791,Haes-1,GER,48.6,9.2,2
920,9792,Lu4-2,GER,48.54,9.09,2
921,9793,Rü-N2,GER,48.57,9.16,2
922,9794,Tü-B1-2,GER,48.52,9.08,2
923,9795,Wank-2,GER,48.5,9.11,2
924,9796,Bach2-1,GER,48.41,8.84,2
925,9797,Ha-HBT2-10,GER,48.54,9.02,2
926,9798,Ha-P2-1,GER,48.54,9.01,2
927,9799,Hart-2,GER,48.39,8.85,2
928,9800,Ha-S-B,GER,48.54,9.01,2
929,9801,Ha-SP-2,GER,48.54,9.01,2
930,9802,Kus3-1,GER,48.51,9.11,2
931,9803,Müh-2,GER,48.42,8.76,2
932,9804,Obe1-15,GER,48.45,8.87,2
933,9805,Pfn-10,GER,48.54,9.09,2
934,9806,Rü-2,GER,48.56,9.16,2
935,9807,Schl-7,GER,48.6,9.22,2
936,9808,Tü-B2-3,GER,48.52,9.08,2
937,9809,Tü-KB-6,GER,48.52,9.05,2
938,9810,Tü-KS-7,GER,48.53,9.07,2
939,9811,Tü-NK-12,GER,48.52,9.05,2
940,9812,Tü-W1,GER,48.52,9.03,2
941,9813,BI-4,GER,48.4,8.77,2
942,9814,Fell1-10,GER,48.42,8.79,2
943,9815,Ha-HBT3-11,GER,48.54,9.02,2
944,9816,Tü-WH,GER,48.55,9.06,2
945,9817,Ace-0,Spain,39.84,-6.6,0
946,9819,Amu-0,Spain,42.35,-3.03,0
947,9820,Are-0,Spain,41.0,-4.71,0
948,9821,Aru-0,Spain,41.81,2.49,3
949,9822,Aul-0,Spain,40.52,-4.02,1
950,9823,Bae-0,Spain,43.34,-5.84,0
951,9824,Bes-5,Spain,42.91,-4.91,0
952,9825,Boa-0,Spain,40.4,-3.88,1
953,9826,Bor-0,Spain,42.49,-6.71,0
954,9827,Bos-0,Spain,42.78,0.69,0
955,9828,Bra-0,Spain,42.5,-6.15,0
956,9830,IP-Bus-0,Spain,36.97,-3.28,0
957,9831,Cas-0,Spain,38.54,-3.39,0
958,9832,Cat-0,Spain,40.54,-3.69,1
959,9833,IP-Cha-0,Spain,40.38,-4.21,1
960,9834,Cho-0,Spain,40.51,-3.9,1
961,9835,Cir-0,Spain,40.61,-6.57,0
962,9836,Cod-0,Spain,41.25,-1.32,0
963,9837,Con-0,Spain,37.94,-5.6,0
964,9838,Cot-0,Spain,41.83,-5.38,0
965,9839,Coy-0,Spain,40.44,-4.27,1
966,9840,Dar-0,Spain,41.13,-1.43,0
967,9841,Ees-0,Spain,40.59,-4.15,1
968,9843,Elp-0,Spain,40.53,-3.92,1
969,9844,Esn-2,Spain,42.27,0.19,0
970,9845,Evs-0,Spain,40.48,-3.96,1
971,9846,Ezc-2,Spain,42.31,-3.02,0
972,9847,Fel-2,Spain,43.31,-5.7,0
973,9848,Glo-1,Spain,40.11,-5.77,0
974,9849,Gud-3,Spain,40.65,-4.11,1
975,9850,Hec-0,Spain,42.86,-0.7,0
976,9851,Hue-3,Spain,42.96,-6.1,0
977,9852,Ini-0,Spain,40.46,-3.75,1
978,9853,Lac-0,Spain,43.33,-5.91,0
979,9854,Laf-1,Spain,43.36,-5.88,0
980,9855,Lam-0,Spain,40.57,-3.89,1
981,9856,Lch-0,Spain,40.51,-4.0,1
982,9857,Leg-0,Spain,40.33,-3.8,1
983,9858,Loz-0,Spain,40.98,-3.8,1
984,9859,Lro-0,Spain,40.5,-3.88,1
985,9860,Lum-0,Spain,42.24,-2.62,0
986,9861,Mac-0,Spain,40.72,-3.21,1
987,9862,Mad-0,Spain,40.45,-3.67,1
988,9864,Mat-0,Spain,41.76,2.69,3
989,9866,Mdd-0,Spain,41.89,-2.79,0
990,9867,Mie-1,Spain,40.94,-3.22,1
991,9868,Moe-0,Spain,41.78,2.37,1
992,9869,Moj-0,Spain,36.76,-5.28,0
993,9870,Moz-0,Spain,41.91,0.17,0
994,9871,Nac-0,Spain,40.75,-3.99,1
995,9873,Ndc-0,Spain,37.94,-5.45,0
996,9874,Oja-0,Spain,42.34,-3.0,0
997,9875,Ovi-1,Spain,43.38,-5.87,0
998,9876,Pad-0,Spain,41.34,0.99,0
999,9877,Pdl-0,Spain,43.02,-5.6,0
1000,9878,Pee-0,Spain,40.78,-3.62,1
1001,9879,Per-0,Spain,37.6,-1.12,0
1002,9880,Pib-1,Spain,42.72,-3.44,0
1003,9881,Pie-0,Spain,40.46,-5.32,0
1004,9882,Pil-0,Spain,40.46,-4.26,1
1005,9883,Piq-0,Spain,42.1,-2.56,0
1006,9885,Prd-0,Spain,41.14,-3.68,1
1007,9886,Pru-0,Spain,42.38,1.73,1
1008,9887,Pun-0,Spain,40.4,-4.77,1
1009,9888,Pva-1,Spain,40.93,-3.31,1
1010,9890,Rib-1,Spain,43.16,-5.07,0
1011,9891,Sal-0,Spain,41.93,2.92,3
1012,9892,Sam-0,Spain,42.68,-6.96,0
1013,9894,Sen-0,Spain,42.59,0.76,1
1014,9895,Sfb-6,Spain,41.78,2.57,3
1015,9897,Smt-1,Spain,40.95,-5.63,0
1016,9898,Som-0,Spain,41.14,-3.58,1
1017,9899,Tau-0,Spain,42.54,0.84,1
1018,9900,Tri-0,Spain,37.38,-6.01,0
1019,9901,Urd-1,Spain,42.27,-2.98,0
1020,9902,Usa-0,Spain,40.71,-3.24,1
1021,9903,Val-0,Spain,42.31,-3.1,0
1022,9904,Vas-0,Spain,40.95,-3.31,1
1023,9905,Ven-0,Spain,40.76,-4.01,1
1024,9906,Mah-6,Spain,40.0,4.25,0
1025,9908,ESP-1-11,France,50.72,3.47,19
1026,9909,GEN-8,France,50.59,3.3,14
1027,9910,BRI-2,France,50.68,3.52,20
1028,9911,ARGE-1-15,France,47.16,4.28,2
1029,9912,CIRY-13,France,46.67,4.55,2
1030,9914,IST-29,France,47.58,5.33,2
1031,9915,MAR-4-16,France,47.45,3.94,2
1032,9917,RAD-21,France,46.69,4.34,2
1033,9918,SAUL-24,France,47.43,5.21,2
1034,9920,DIR-9,France,48.54,4.32,0
1035,9921,FOR-23,France,48.57,4.41,0
1036,9924,PLY-20,France,48.59,4.24,0
1037,9925,RUM-20,France,48.91,4.52,1
1038,9926,TRE-1,France,48.86,4.1,1
1039,9927,ARR-17,France,44.05,3.69,3
1040,9928,BEZ-9,France,44.12,3.77,3
1041,9929,ISS-20,France,43.92,3.71,3
1042,9930,LEC-25,France,43.91,4.14,3
1043,9932,NOZ-6,France,44.12,4.33,3
1044,9933,VED-10,France,43.74,3.89,3
1045,9935,BAU-15,France,50.6,2.93,10
1046,9937,CATS-6,France,50.79,2.69,9
1047,9938,WAV-8,France,50.65,2.99,10
1048,9939,Aitba-2,Morocco,31.48,-7.45,0
1049,9941,Fei-0,POR,40.92,-8.54,0
1050,9942,Agu-1,Spain,41.32,-1.34,0
1051,9943,Cdm-0,Spain,39.73,-5.74,0
1052,9944,Don-0,Spain,36.83,-6.36,0
1053,9945,Leo-1,Spain,41.8,-3.11,0
1054,9946,Mer-6,Spain,38.92,-6.34,0
1055,9947,Ped-0,Spain,40.74,-3.9,1
1056,9948,Pra-6,Spain,41.05,-3.54,1
1057,9949,Qui-0,Spain,42.69,-6.93,0
1058,9950,Vie-0,Spain,42.63,0.76,1
1059,9951,Kly-1,Russia,51.3333,82.5667,0
1060,9952,Kly-4,Russia,51.32,82.55,0
1061,9953,Koz-2,Russia,51.33,82.19,0
